cluster_final,rank,score,id,year,month,tags_raw,macro_tags,text_preview
4,6,-0.13561606407165527,507826,2011,4,"[""геи"", ""Москва""]","[""sex_gender"", ""cities_places""]","В Москве может пройти гей-парад. По странному стечению обстоятельств этот день объявлен выходным для работников ГИБДД, депутатов Госдумы, преподавателей Института культуры, работников Всероссийской федерации футбольных судей, сборной России по футболу, ..."
4,7,-0.10143172740936279,-10085919,2000,11,"[""Куклачев""]","[""media_popculture""]","Рекламу ""Ваша киска купила бы Вискас"" нам помогал проверять дрессировщик Куклачев. Hо у него ничего не вышло. За бесплатно - жрет, тварь, а покупать не желает!"
4,8,-0.09564179182052612,415649,2009,9,"[""реклама""]","[""consumer_services""]",- Буквально всем в этой жизни я обязан рекламе! - Почему? - А я был зачат в рекламную паузу.
5,1,-0.11219960451126099,765011,2015,5,"[""школа""]","[""education_children""]","Вчера учили уроки. Я орала, ребёнок ревел, бабушка писала сочинение!"
5,2,-0.10656076669692993,755731,2015,3,"[""школа""]","[""education_children""]","Молоденькая учительница русского языка, диктуя детям диктант, нет-нет, а переходила на рэп."
5,3,-0.10343050956726074,106746,2004,7,"[""интернет""]","[""it_internet""]","- Папа, папа, а правда говорят, что от ICQ, чатов и ЖЖ люди тупеют? - Гыыыыы, сына, LOL :)"
5,4,-0.10134440660476685,513142,2011,5,"[""школа""]","[""education_children""]","На родительском собрании классный руководитель по ошибке собрала не по 300 рублей, а по 300 долларов. На следующей неделе был отремонтирован не только класс, но и бюст учительницы."
5,5,-0.08432990312576294,38365,2003,4,"[""студент"", ""школа""]","[""education_children""]","Первый день занятий в американской средней школе им. Джона Кеннеди. В четвертом классе новый ученик - сын бедного мексиканского эмигранта по имени Хозе Мартинез. Учительница говорит: - Начнем занятие с проверки ваших знаний по американской истории. Кто сказал: ""Дайте мне свободу или смерть!""? Она в…"
5,6,-0.07720810174942017,1163015,2020,11,"[""дети"", ""собаки""]","[""education_children"", ""animals""]","Малыш говорит отцу: - Если ты не собирался покупать мне собаку, то и меня не надо было покупать."
5,7,-0.07642793655395508,677210,2014,1,"[""русский язык"", ""соседи""]","[""everyday_life"", ""textual_forms""]",Вот у меня соседка молодец! Двадцать минут мужа матом крыла и ни разу не повторилась... А хули - учительница русского языка и литературы!
5,8,-0.07548075914382935,592345,2012,7,"[""школа""]","[""education_children""]","После занятий по истории выяснилось, что в нашем классе не все одинаково относятся к Суворову. Так, Наталья Пуля его терпеть не может, а вот Серёга Штык его просто обожает."
6,1,-0.19167983531951904,-1071800006,1999,7,"[""гаи""]","[""law_crime""]","К гаишнику подходит зебра: - Мужчина, - спрашивает она, - Вы в каком секс-шопе купили эту палочку?"
6,2,-0.14094895124435425,1510060,2025,2,"[""мужчины""]","[""sex_gender""]","Больше всего выкладываются на тренировках тридцатилетние мужчины, которые надеются, что их ёбнет инсульт, и на этом всё закончится."
6,3,-0.12009352445602417,424289,2009,11,"[""сигареты""]","[""alcohol_smoking_drugs""]","Подхожу к ларьку с сигаретами. Две тетки продавщицы долго треплются между собой, прежде чем обратить на меня внимание. Наконец даю деньги: - Кент, 3 пачки. - Сам трепач! Возьми свои сигареты..."
6,4,-0.11392074823379517,858105,2016,11,"[""мужчины""]","[""sex_gender""]","У Игоря были настолько неопределённые планы на вечер, что в магазине он купил презервативы, книгу и шпатель."
6,5,-0.10372757911682129,354861,2008,7,"[""милиция""]","[""army_police""]",Милиция и преступность: лекарство ужаснее болезни.
6,6,-0.08273184299468994,304912,2007,8,"[""сигареты""]","[""alcohol_smoking_drugs""]","Покупает мужик в магазине сигареты, тут же закуривает. Продавец ему: - Здесь нельзя курить! - Как! Я же только что купил у вас эти сигареты! - Что из этого? У нас и туалетная бумага продается!"
6,7,-0.08270394802093506,1054744,2019,10,"[""врачи""]","[""health_medicine""]",Доктор предложил мне пропить железо. Теперь у меня нет машины и гаража...
6,8,-0.0766216516494751,-2012000004,2000,1,"[""Челябинск""]","[""cities_places""]","Мужик в магазине покупает сотовый телефон. Продавец: - У этой модели есть настройки громкости звонка: ""без звука"", ""на собрании"", ""в комнате"", ""на улице"". Мужик: - А ""в цеху Челябинского тракторного"" там нет?"
7,1,-0.1264878511428833,-10018566,2001,10,"[""Ржевский""]","[""literature_folklore_characters""]","Наташа Ростов: - Ржевский, отныне относитесь к людям так, как вы хотели бы, чтобы люди относились к вам... Ржевский: - Это что же, Наташенька, мне теперь всем х*й сосать?"
7,2,-0.11477792263031006,258364,2006,10,"[""Ржевский""]","[""literature_folklore_characters""]","Дама: - Поручик Ржевский, я не сомневаюсь в вашей потенции, поэтому сыграйте пожалуйста следующую партию в бильярд – кием."
7,3,-0.09322208166122437,-33100004,1998,3,"[""студент""]","[""education_children""]","- Василий Иванович, сессия приближается!!! - Спокойно, Петька, подпустим поближе..."
7,4,-0.07982975244522095,597637,2012,8,"[""секс""]","[""sex_gender""]","- А ты знаешь, что во время секса обезьяны не испытывают оргазм? - Это тебе просто фригидная попалась..."
7,5,-0.07437878847122192,-471400003,1996,7,"[""Ржевский""]","[""literature_folklore_characters""]","Ехали однажды в дилижансе поручик Ржевский, старик-чиновник и его молоденькая жена. Старик-чиновник спал, и поручик разговорился с барышней. А она ему и признается: - Вы знаете, поручик, мой муж по роду службы так часто курсирует из Петербурга в Москву, из Москвы в Петербург, что порой мне кажется,…"
7,6,-0.07330930233001709,213152,2006,2,"[""Ржевский""]","[""literature_folklore_characters""]","Ржевский проездом остановился в провинциальной гостинице. Поздно вечером пришел к себе в номер, разделся, лег на постель и уже собирался заснуть, когда вдруг за стеной справа раздался надрывный женский вопль: - Подожди... подожди... не так быстро! Ржевский вновь попытался заснуть, когда из-за стены…"
7,7,-0.07306361198425293,-10037763,2001,7,"[""Винни-Пух""]","[""literature_folklore_characters""]",Купили Винни-Пух с Пятачком по порции мороженого. И так нализались!
7,8,-0.0680738091468811,-451100021,1996,5,"[""чапаев""]","[""literature_folklore_characters""]",Чапаев делает Анке операцию аппендицита. Петька ассистирует. - Скальпель! Спирт! Зажим! Спирт! Тампон! Спирт! Спирт! Спирт! Огурчик!
8,1,-0.08219325542449951,-2042700010,2000,4,"[""работа""]","[""work_professions""]","ТРИ ИСТОЧНИКА, ТРИ СОСТАВНЫЕ ЧАСТИ ... ИЛИ КОМУ В США ЖИТЬ ХОРОШО Национальные виды спорта: - поглощение гамбургеров и бигмаков; - стрижка лужайки перед домом; - заполнение налоговой декларации. Три хорошо развитых чувства: - чувство патриотизма; - чувство габаритов машины; - чувство расовой принад…"
8,2,-0.0494726300239563,945422,2018,4,"[""мобильный"", ""студент""]","[""education_children"", ""it_internet""]","Телефон автоматически меняет ""бинарники"" на ""свинарники"". Когда-нибудь настанет тот момент, когда я не замечу эту замену, и кто-то из студентов в ответ получит резкую критику своей работы."
8,3,-0.04751694202423096,92759,2004,4,"[""студент""]","[""education_children""]","Новости спорта. Вчера студенты физкультурного института Петров А.А. и Сидоров В.В. установили новый мировой рекорд для закрытых помещений. Закрывшись в комнате общежития, они за сутки выпили 17 ящиков пива."
8,4,-0.04537475109100342,967053,2018,8,"[""авто""]","[""transport""]",Цыган сдаёт экзамен по вождению. Инспектор: какой знак видите? Цыган: алюминиевый
8,5,-0.030304670333862305,575700,2012,4,"[""студент""]","[""education_children""]","Студенты духовной семинарии, у которых после сессии имеются хвосты, в обязательном порядке проходят проверку на наличие рогов и копыт."
8,6,-0.028470218181610107,909250,2017,9,"[""интернет"", ""студент""]","[""education_children"", ""it_internet""]","Завтра экзамен: - O'key, гугл, скачать мозги онлайн бесплатно."
8,7,-0.012820601463317871,1531647,2025,6,"[""школа""]","[""education_children""]","- Вчера посмотрел ""Ярмарку тщеславия"". - Выпускной бал, что ли?"
8,8,-0.002102494239807129,-10080379,2000,12,"[""студент""]","[""education_children""]","Все же самые странные и необычные животные - это... студенты! У всех нормальных животных растет хвост из жопы, а у студентов жопа растет из хвостов :(("
9,1,-0.1316555142402649,486604,2010,12,"[""объявления"", ""Одесса""]","[""consumer_services"", ""cities_places""]","Объявление в ""Вечерней Одессе"": ""Вчера вечером в порту загуляла и не вернулась домой сука пегой масти с белой грудью по кличке ""Маня"". Нашедшего просят передать ей, что, если сунется домой, муж её пристрелит""."
9,2,-0.08328759670257568,760867,2015,4,"[""муж и жена"", ""Рабинович""]","[""family_relationships"", ""literature_folklore_characters""]","В Одессе: - Рабинович, вчера в оперном театре я видел вашу супругу. Она так кашляла, что все на неё оглядывались. У неё что, хронический бронхит? - Нет, у Сарочки новое платье."
9,3,-0.06053876876831055,1087055,2020,2,"[""авто""]","[""transport""]","Если один дальнобойщик спит, машину ведёт его напарник. Если спят оба, ведёт более опытный."
9,4,-0.04707348346710205,-1073000003,1999,7,"[""Украина""]","[""politics_power""]","Тихая украинская ночь. Выходит Параска и с диким ужасом обнаруживает у себя в огороде кур соседки Одарки. Крик медленно поднимается по звуковому уровню до децибелов взлетающего ""Боинга"". - Одарка, да твои куры, гады, чего в моем огороде делают!? - То мои куры гады? Да ты сама гадина! - Я гадина? Да…"
9,5,-0.04699009656906128,822773,2016,4,"[""звёзды""]","[""media_popculture""]","— Сфотографируй меня около памятника Высоцкому! — Это не Высоцкий, это Безруков. — Ну пойдем тогда к памятнику Пушкину. — Тоже он. — Тогда к Есенину! — Приглядись, это тоже он. — Господи, да он везде что ли, пойдем около берёзки пофоткаемся. — У меня для тебя плохие новости..."
9,6,-0.044023334980010986,677363,2014,2,"[""метро""]","[""transport""]","Еду в метро, тётка красит губы. Поезд резко остановился. Теперь она джокер."
9,7,-0.042152225971221924,301362,2007,7,"[""тёща""]","[""family_relationships""]","Теща смотрит в окно на пустынный двор. Зять гладит утюгом шнурки. Теща: - Да, во дворе ни души... - А где душить, мама?!"
9,8,-0.04178464412689209,-1062700008,1999,6,"[""работа""]","[""work_professions""]","Когда один американский бизнесмен ссорится с другим бизнесменом, он говорит ему: ""Я пришлю к Вам своего адвоката"" и уходит .. Когда русский бизнесмен ссорится с другим бизнесменом, он думает: ""Я пришлю к тебе своего киллера"" и молча уходит.."
10,1,-0.18741071224212646,-2032400005,2000,3,"[""Шерлок Холмс""]","[""literature_folklore_characters""]","Шерлок Холмс просыпается утром и говорит Ватсону: - Вы смотрели всю ночь порнуху. - А как вы догадались, Холмс? - Во-первых, у вас глаза красные. - Правильно, а во-вторых?.. - А во-вторых, у меня больше ничего нет."
10,2,-0.1467074751853943,-492800005,1996,9,"[""Шерлок Холмс""]","[""literature_folklore_characters""]","- Ватсон, что вы думаете, видя эти звезды над нами? - Я думаю о бесконечности Вселенной, о бренности всего земного, о ничтожности наших людских забот и стремлений... А вы, Холмс? - А я думаю, какой негодяй свистнул нашу палатку посреди ночи?!"
10,3,-0.0904850959777832,319842,2007,11,"[""звёзды""]","[""media_popculture""]","Не понимаю, как люди, видевшие Лолиту Милявскую, могут называть Ксению Собчак *лошадью*! Ну самое большее *пони*, блин!"
10,4,-0.08661210536956787,371722,2008,11,"[""Шерлок Холмс""]","[""literature_folklore_characters""]","Остановились Холмс и Ватсон в гостинице. Утром Ватсон жалуется: — Ночью с двух до трех кто-то стучал снизу палкой. — Это ужасно, — отвечает портье, — господин Шерлок Холмс не смог заснуть? — К счастью, в это время он обычно играет на скрипке."
10,5,-0.0815436840057373,704169,2014,6,"[""кредиты""]","[""finance_economy""]","Вор забирается в дорого обставленную квартиру, и видит на столе записку: ""Даже не ищите наличные, все куплено в кредит - вот копии договоров""."
10,6,-0.07938247919082642,-42500028,1998,4,"[""Шерлок Холмс""]","[""literature_folklore_characters""]","Шерлок Холмс прочитал заметку в газете о своей сметри. Звонит Ватсону: -Послушайте, дорогой Ватсон, вы читали сегодняшний выпуск.... -О...Холмс, какое горе, какое горе, примите сердечнейшие соболезнования... Я уже и миссис Хадсон сообщил, как она расстроена... Кстати, Холмс, откуда вы звоните?"
10,7,-0.05319482088088989,1525899,2025,5,"[""дети"", ""секс"", ""семья""]","[""family_relationships"", ""sex_gender"", ""education_children""]","- Котик мой, я хочу сказать тебе что-то важное - Да, Зая, что такое? - Знаешь, Котик, я беременна - Разве у котов и зайцев бывают общие дети?"
10,8,-0.05307227373123169,631621,2013,3,"[""погода""]","[""everyday_life""]",Весна сугробами красна.
11,1,-0.12531208992004395,732591,2014,11,"[""дети""]","[""education_children""]",Маленькие сестра с братом обсуждают письмо Деду Морозу. Девочка: - А давай попросим у него двух маленьких кроликов? - Ты чего?! Они же гадят и грызут всё вокруг! - А мы их в твоей комнате поселим.
11,2,-0.12269335985183716,-9999662,2001,12,"[""Дед Мороз""]","[""media_popculture""]","Идет Дед Мороз по Тверской. Навстречу - проститутки. Подходит одна из них и говорит: - Здравствуй, дедушка. - Здравствуй, внученька, с наступающим тебя, только подарочка у меня нет. - Ничего, дедушка. Зато у меня для тебя есть. Расстегивает ему ширинку и начинает делать минет. - Ааа-х, ууу-х, молод…"
11,3,-0.10750174522399902,-9999681,2001,12,"[""Дед Мороз""]","[""media_popculture""]","Прибегает Снегурочка к Деду Морозу вся в слезах: - Дедушка, я никода не смогу испытать оргазм! - Да почему, глупенькая?! - Ну, как же - мне соседские бабы сказали, что они от оргазма просто тают!"
11,4,-0.10749638080596924,1069690,2019,12,"[""Дед Мороз"", ""дети"", ""новогодний""]","[""education_children"", ""media_popculture"", ""religion_holidays""]",Неверие в Деда Мороза — это детский атеизм.
11,5,-0.10009300708770752,1108109,2020,4,"[""коронавирус""]","[""covid_pandemic""]","О том, что карантин затянется, я понял, когда разрешили на паспорт фотографироваться в маске."
11,6,-0.09006935358047485,1162446,2020,11,"[""новогодний"", ""тв""]","[""media_popculture"", ""religion_holidays""]","- В Думе обсуждают закон о запрете продажи алкоголя 1 и 2 января. - И какова цель? - Обеспечить спрос на телевизоры, взамен разбитых протрезвевшими людьми..."
11,7,-0.08778369426727295,132719,2004,12,"[""Дед Мороз""]","[""media_popculture""]","- Папа! А Дед Мороз может отобрать подарки назад? - Ну, наш, который живет в лесу, не может, а который в Кремле, - может!"
11,8,-0.08235794305801392,903963,2017,8,"[""погода""]","[""everyday_life""]","У нас дома в последнее время была такая жара, что я наконец не выдержал и поставил кондиционер. И знаете, помогло – со следующего дня начались дожди, стало прохладнее."
12,1,-0.11324065923690796,252841,2006,9,"[""смс""]","[""it_internet""]","Тема сочинения: ""Образ матери в sms-сообщениях""."
12,2,-0.08642804622650146,1155214,2020,10,"[""почта""]","[""everyday_life""]","Бабуля отправила любимое варенье по почте. Залила все монтажной пеной, потому что почте России доверять нельзя."
12,3,-0.07742059230804443,-9974722,2002,4,"[""Билл Гейтс""]","[""it_internet""]","Если полет в космос стоит 20 миллионов долларов, то Билл Гейтс может смело покупать себе проездной."
12,4,-0.06013244390487671,898572,2017,7,"[""почта""]","[""everyday_life""]","- Признавайтесь, кто отправил мне голубиной почтой говно?"
12,5,-0.05312967300415039,23605,2003,1,"[""Билл Гейтс""]","[""it_internet""]","Встречаются два юзера. Один говорит: - Слышал? Билл Гейтс-то, оказывается, немец! - Почему? - Слово ""глюк"" для него переводится как ""счастье""..."
12,6,-0.04844558238983154,78266,2004,1,"[""Билл Гейтс""]","[""it_internet""]","Ночью приснился Билл Гейтс. Интересно, это к деньгам или к вируcам?"
12,7,-0.044313669204711914,924477,2017,12,"[""Чак Норрис""]","[""media_popculture""]","Извините, что про биткоины, но показалось смешным: ""Чак Норрис майнит биткоины в уме."""
12,8,-0.044024527072906494,-10069736,2001,1,"[""Билл Гейтс""]","[""it_internet""]",- Какова состояние Билла Гейтса? - Каждому китайцу по 40 баксов...
13,1,-0.14003485441207886,617321,2012,12,"[""девушки""]","[""sex_gender""]","""Нет"" - значит, нет. А вот ""не-а"" - значит, да, но я пока повыё**ваюсь..."
13,2,-0.11791062355041504,587266,2012,6,"[""британские ученые"", ""тараканы""]","[""animals"", ""science_space""]","Британские учёные выяснили, что тараканы живут на Земле уже 250 миллионов лет. Это что же получается: они пережили динозавров, а мы их тапком?!.. Это несерьёзно..."
13,3,-0.10645073652267456,784596,2015,9,"[""британские ученые""]","[""science_space""]","Британские ученые открыли американских ученых, которых по ошибке закрыли в женском туалете."
13,4,-0.09268701076507568,496826,2011,2,"[""спорт""]","[""sport""]","Недавно поспорил с боксёром. Кто в итоге оказался прав, не помню..."
13,5,-0.07981467247009277,1098828,2020,3,"[""девушки""]","[""sex_gender""]","После окончания ""выходных"" недель главной темой страны станет ""Дорогой, я толстая?"""
13,6,-0.07013213634490967,704722,2014,6,"[""сигареты""]","[""alcohol_smoking_drugs""]","Дома царит праздничная атмосфера - жене отказались продать сигареты без паспорта. Не поверили на слово. Она танцует и поёт. Ещё немного, и к ней начнут слетаться птички и сбегаться белочки."
13,7,-0.06335937976837158,1047824,2019,9,"[""сигареты""]","[""alcohol_smoking_drugs""]","Приезжает мужик с недельной командировки, а у него 7 штрафов за курение на балконе..."
13,8,-0.06299841403961182,507818,2011,4,"[""британские ученые""]","[""science_space""]","Британские учёные изобрели такой прибор, с помощью которого можно легко проходить сквозь стены, а назвали его вообще прикольно - дверь."
14,1,-0.2269902229309082,631810,2013,3,"[""русский язык""]","[""textual_forms""]","Запомните несложное правило русского языка: Слово ""извините"" говорят, когда хотят сделать какую-то гадость. А слово ""простите"" - когда эту гадость уже сделали."
14,2,-0.19078528881072998,645479,2013,7,"[""русский язык""]","[""textual_forms""]","Как надоели эти иностранные словечки, заполонившие русский язык! Вот, например, толерантность... Ну чем вам похуизм-то не нравится???"
14,3,-0.18837082386016846,939737,2018,3,"[""интернет""]","[""it_internet""]","Уважаемые посетители! Огромная просьба - не перегибать с идиоматическим выражениями в своих постах на нашем сайте. Иными словами, все выражения, типа [удалено модератором] и [удалено модератором], а также [удалено модератором] будут удаляться модератором."
14,4,-0.16733747720718384,550940,2011,12,"[""русский язык""]","[""textual_forms""]","Это только в русском языке на вопрос ""Куда?"" можно ответить ""Гулять!""."
14,5,-0.13063669204711914,1486799,2024,10,"[""дети"", ""русский язык""]","[""education_children"", ""textual_forms""]","- Мама, можно я погуляю отсюдова и дотудова? - В русском языке нет слов ""отсюдова"" и ""дотудова"". - А докудова есть?"
14,6,-0.07122606039047241,461362,2010,7,"[""нанотехнологии""]","[""science_space""]","Тест на сообразительность. Прочтите список: а) силиконовая долина Вексельберга; б) нанотехнологии Чубайса; в) автомобиль Прохорова; г) сказки Пушкина. 1) Что по вашему мнение объединяет эти пункты? Правильный ответ: жанр ""фэнтези"" 2) А что по вашему мнению лишнее? Правильный ответ: господа указанны…"
14,7,-0.06979978084564209,663428,2013,10,"[""армия""]","[""army_police""]","А знаете, почему подъём в армии в 6 утра? Всё, что хочется в 6 утра — это убивать."
14,8,-0.06649971008300781,587055,2012,6,"[""девушки"", ""мужчины""]","[""sex_gender""]","Семён читал Цветаеву и Мандельштама, Людмила танцевала мазурку, Анатолий подыгрывал на фортепиано, и всё потому, что этот придурок Вадим не успел в магазин до 22:00..."
15,1,-0.03174394369125366,314188,2007,10,"[""армия""]","[""army_police""]","Солдаты чистят картошку и рассуждают о тяготах военной службы: - У меня старшина, ну, прямо зверь. - Это что, вот у меня старшина, как баба. - !? - Одни наряды на уме... /Бирашевич Владимир/"
15,2,-0.026722371578216553,-1092300006,1999,9,"[""таможня""]","[""law_crime""]","Социологический опрос таможенников СНГ. Сколько времени вам требуется для покупки BMW? Украинский таможенник: - Ну три месяца, не меньше. Беларусский таможенник: - Да месяцев пять. Российский таможенник после минутного раздумья: - Не менее пяти лет. - ? - Да уж очень фирма крупная."
15,3,-0.021384596824645996,789828,2015,10,"[""гаи""]","[""law_crime""]","Сотрудник ГИБДД, заблудившийся в подмосковном лесу, воспользовавшись помощью сознательных и благожелательных граждан, уже через какой-то год с небольшим вышел из чащи под Владивостоком."
15,4,-0.011438310146331787,983225,2018,11,"[""авто""]","[""transport""]","Не сердись, если тебя подрезала какая то крутая тачка, с крайнего правого ряда прямо перед твом капотом повернув налево, через двойную сплошную... Просто уважаемый человек опаздывает на свидание, в гейклуб..."
