id,year,month,text_clean,tags_raw,macro_tags,cluster_final,cluster_method,feature_set,umap2_x,umap2_y,umap3_x,umap3_y,umap3_z
-432500002,1996,3,- Вовочка! -- строго говорит мать. -- Ты почему вчера не был в школе? - А я подарок учительнице делал. - Какой подарок? - А у нее вчера был день рождения. Вот я и решил - пусть отдохнет без меня.,"[""вовочка""]","[""education_children""]",5,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-2.9419005,4.5083423,-0.92051446,4.809565,1.9985173
-432500003,1996,3,"В офицерское собрание входит взволнованный поручик Ржевский, руки дрожат, в глазах слезы, и говорит: - Господа, что творится на наших улицах! Голодные, беспризорные дети просят милостыню, они продают себя за кусок хлеба! Вот только сейчас, когда я шел сюда, ко мне подошла маленькая девочка лет десяти и сказала: ``Дяденька, дайте пятачок, я для вас что хотите сделаю!``. Я плакал, господа! Е~$л и плакал!","[""Ржевский""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-0.60274905,5.4320035,0.8908821,5.450912,0.907013
-432500005,1996,3,Вовочка получил ``двойку`` по физкультуре. Отец спрашивает: - За что тебе учитель поставил ``двойку``? - А он попросил меня обложить козла матом. Ну я и обложил.,"[""вовочка""]","[""education_children""]",5,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-2.9377646,4.4677067,-0.86417574,4.8137507,2.0681195
-432500007,1996,3,"Вова пришел из школы домой, родители спрашивают: - Ну, что ты сегодня получил? - ``Четыре``! - весело сообщил Вовочка. - А почему не ``пять``? - А у нас было всего четыре урока.","[""вовочка""]","[""education_children""]",5,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-3.000595,4.38484,-0.94503427,4.869351,2.0614567
-432500008,1996,3,"- У меня сегодня в школе получилась удача, - говорит Вовочка. - Какая? - Учительница хотела поставить меня в угол, но все углы были заняты.","[""вовочка""]","[""education_children""]",5,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-3.1414268,4.2463655,-0.9498984,4.830485,2.3480966
-432300023,1996,3,"Гуляет Пушкин с Натальей Гончаровой, она у него спрашивает: - Как вы свои стихи сочиняете? - Да просто, что вижу - то и пишу. Вот, например, видишь - мужик в луже лежит: ``Лежит недвижимое тело, лежит на жизненном пути.`` Из лужи высовывается опухшая с бодуна голова: ``Мужик, твое какое дело?`` Пушкин: - Идемте, Наташа, это пьяный Лермонтов.","[""Пушкин""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-1.5800942,5.7534056,0.8219493,5.9974976,1.3342911
-442900003,1996,4,Студенту нельзя жениться - он звереет. Если он будет заниматься женой - у него появятся хвосты. Если учебой - рога. Если и тем и другим - отбросит копыта.,"[""студент""]","[""education_children""]",8,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.6788394,2.59612,1.7376049,3.6624868,2.381053
-442800020,1996,4,"Или про Вовочку, вот. Приходит в класс, избитый в дым. Синяки, подтеки... Учительца естественно интересуется, Какие дела, мол, кто побил? Вовочка говорит: - Папа побил. Учительца: - Да, за что? В.: - Время сколько, спросил. Та: - Да ну, ты загинаешь, не может быть чтоб родной-то отец да сына побил из-за того, что тот спросил его который час. А ну-ка, давай выкладывай все как было. Вовочка: - Ну че, че.. Прихожу домой я. Ну в гостинной, значит, пап сидит еще с двумя мужиками и молчат все. Я грю, Па, сколько время? Он молчит. Я опять, Сколько время? Он опять молчит. И тут я: Ну что, блин, жаба на часы для сына посмотреть??? Он смотрит и говорит, Ну ДЕВЯТЬ! Один мужик говорит: Пас! Второй - ВИСТ!!! Вот тут-то все и началось!","[""вовочка""]","[""education_children""]",5,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-3.0768116,4.307654,-0.8374176,4.9450755,2.194792
-442600004,1996,4,"В одном английском колледже среди учащихся был объявлен конкурс на самый короткий рассказ. Тема любая, но есть четыре обязательных условия: 1. В сочинении должна быть упомянута королева; 2. Упомянут бог; 3. Чтобы было немного секса; 4. Чтобы присутствовала тайна. Первую премию получил студент, который выполнив все условия, уместил рассказ в одной фразе: ``О боже, - вскричала королева, - я беременна и неизвестно от кого!``.","[""студент""]","[""education_children""]",8,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-0.22133261,2.0211363,0.43426982,3.102512,2.7209213
-442600012,1996,4,"В трамвае сидит старушка и замечает стоящего рядом худого изможденного юношу, на руке его висит плащ. - Милый, откуда ты такой заморенный? - Студент я. - Наверное, отличник, раз такой замученный? - Да нет, я средне учусь. - Ну давай я хоть твой плащ подержу, все легче будет стоять. - Это не плащ, это, бабушка, студент Петров, вот он отличник.","[""студент""]","[""education_children""]",9,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-1.170708,6.025306,0.3783571,5.5765023,-0.10233935
-442600016,1996,4,На экзамене профессор спрашивает нерадивого студента: - Что такое экзамен? - Это беседа двух умных людей. - А если один из них идиот? - То второй не получит стипендию.,"[""студент""]","[""education_children""]",8,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-0.37253597,1.9647263,0.39851865,3.2372339,2.6799226
-442400002,1996,4,"Ночь. Десантная рота. Рядовому мать во сне говорит : ``Не прыгай завтра, сынок, у тебя не раскроется парашют``. Утром он говорит сержанту, ни хрена, дескать, не буду я сегодня прыгать, сон плохой видел. Ну сержант и говорит : давай сегодня парашютами махнемся. Махнулись. Парень прыгнул, парашют раскрылся, все путем. Сержант (со свистом пролетая мимо): ТВВВОООЮ МАААААААТТТЬЬЬЬ !!!!!!","[""парашют""]","[""transport""]",18,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-0.92207,6.850014,1.3435189,5.6714025,-0.088295676
-442200002,1996,4,"И еще одна по этому же поводу: Лекция. Препод объясняет и пишет на доске: ``Новое секретное горючее используется при температуре от -30 до +30 С``. В этот момент его куда-то вызывают, и студенты, пользуясь моментом, ,меняют цифры на ``от -300 до +300 С``. Через несколько минут приходит препод и продолжает лекцию: ``Итак, новое секретное горючее используется при температуре ... от -300 до +300 С``. Поднимает руку студент и спрашивает: ``А ведь -273 С - это абсолютный _ноль_ `` Препод: ``Ну вот, я и говорю, топливо-то _секретное_!``","[""студент""]","[""education_children""]",8,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-0.18436012,2.1170042,0.51815283,3.1931791,2.6277664
-442000003,1996,4,"В одесском такси едет тетя Соня с малолетним сыном. Сын видит около ``Интуpиста`` девушек. - Мама, а кто это такие? - Это, сынок, бедные тетеньки, котоpым негде ночевать. Они стоят и ждут пока кто нибудь пpигласит их на ночлег. Таксист: - Да какие это тетеньки? Это же бляди! - Мама, а у этих тетенек, блядей, дети бывают? Таксист не успевает откpыть pот. - Конечно, иначе откуда бы бpались таксисты?","[""такси""]","[""transport""]",9,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-0.99962133,6.1876707,0.40680802,5.6828327,-0.072324306
-442000005,1996,4,"ГАИшник томозит машину. За pулем кавказец. ГАИшник долго и пpистально pазглядывает его пpава. - Ты что, даpагой, думаешь, что я их купил? Hет. Дpуг на день pождения подаpил!","[""гаи""]","[""law_crime""]",15,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-1.8215497,6.4177575,0.22765884,5.385078,-0.8796147
-441900005,1996,4,"Три гаишника останавливают кавказца. - Вы превысили скорость. - Вай, вот тебе десять тысяч, вот тебе десять тысяч, вот тебе десять тысяч... - Вы превысили скорость!!! - Вот тебе пятьдесят тысяч , вот тебе пятьдесят тысяч, вот тебе пятьдесят тысяч, ну я поехал... - Никуда вы не поедете! Я хочу увидеть ваши водительские права! - Вай, вот тебе права, вот тебе права, вот тебе права...","[""гаи""]","[""law_crime""]",15,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-1.8949372,6.5245733,0.19496073,5.417104,-0.92909974
-441800002,1996,4,"Летит голая Баба-Яга (Б.Я) по лесу, а навстречу Кащей Бессмертный (К.Б). К.Б. Ну ты че, старая - сдурела на старости лет по лесу да в таком виде ?! Б.Я. Ни фига ты не понимаешь - это у меня такое платье эротическое. К.Б. А... понял. Ну ты его хотя бы погладила...","[""Баба-Яга""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-1.7905817,5.079354,0.16384062,5.158458,1.1550267
-452600001,1996,5,"Василий Иваныч - в окопе, Анка - за пулеметом. Белые наступают. - Стреляй, Анка! Анка не стреляет. Белые совсем близко. - Анка, стреляй! Не стреляет Анка. - Анка, стреляй, а не то вые@у! - Что-то вы, Василий Иваныч, все обещаете...","[""чапаев""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.046694826,8.181986,1.2053297,6.465596,1.8693947
-451800001,1996,5,"Травят два украинских крестьянина колорадского жука. - Слухай, Микола, - говорит один. - А жуки от этой отравы дохнуть будут? - Насчет дохнуть - не знаю, - отвечает другой, - но того здоровья, что сейчас, у них уже точно не будет.","[""Украина""]","[""politics_power""]",6,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-1.1425074,5.5760794,0.19857353,5.401736,0.444461
-451800002,1996,5,"Русско-украинская таможня. - Это что, сало? Вывозить не положено! - Пропустите, пан офицер! У моего друга свинья в аварию попала. Врач сказал, поможет только срочная пересадка сала, третья группа. А такое сало только у моей свиньи есть...","[""таможня""]","[""law_crime""]",15,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-1.6152208,6.1171517,0.27606252,5.544744,-0.17079695
-451500002,1996,5,"Таможня. Уезжающий держит в руках клетку с попугаем. - Нельзя, - говорит таможенник. - Живых птиц вывозить запрещается. - Как же так, - растерянно говорит уезжающий, - этот говорящий попугай живет в нашей семье уже 200 лет... - Нельзя, - повторяет таможенник. - В виде тушки или чучела - можно, а живых - нельзя. - Слушай, Сеня, - обращается к хозяину попугай, - в виде тушки или чучела - а валить отсюда надо!","[""таможня""]","[""law_crime""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-1.3160731,6.425104,0.8070936,5.6270485,-0.4378001
-451100001,1996,5,"Петька вытащил Чапаева из реки Урал и делает ему искусственное дыхание. Вода из Василия Иваныча все хлещет и хлещет. Подъезжает казачий разъезд. Есаул советует: - Да вынь ты ему жопу из воды, а то весь Урал перекачаешь!","[""чапаев""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.07069532,8.184317,1.225454,6.450545,1.8743997
-451100003,1996,5,Петька переплывает Урал на трофейном контрабасе. На берегу его встречает Фурманов. - А где Чапай? - спрашивает он. - Василий Иваныч с роялью. По дну толкает.,"[""чапаев""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.09291497,8.176686,1.2525579,6.472015,1.8780897
-451100004,1996,5,"Чапаев вернулся из Италии. - Василий Иваныч, скажи что-нибудь по-итальянски, - просит Петька. - Пошел на х... , Петруччо!","[""чапаев""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.06378331,8.1808195,1.254235,6.443044,1.8691872
-451100005,1996,5,"Чапаев с Петькой воюют в Испании. - Петька, что за крики, кого это там народ приветствует? - Какую-то Долорес Ебанулли! - Ну, и чего она орет? - Кричит: ``Лучше стоя, чем на коленях!``","[""чапаев""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.09693242,8.184755,1.2979418,6.5157313,1.8180207
-451100007,1996,5,"Чапаева с Петькой направили в Африку для культурной помощи слаборазвитым странам. Вскоре приезжает комиссия ЦК проверять их работу. Они видят скачущего Чапаева в развевающейся бурке по берегу реки Лимпопо и буксирующего на тросе негра, скользящего по реке на водных лыжах. Комиссия довольна. Она движется дальше и встречает Петьку, который запряг в плуг двух негров и пашет землю. Комиссия возмущена: - И это вы называете культурной помощью? Берите пример с товарища Чапаева, катающего негра! - Не, это Василий Иваныч крокодила на живца ловит!","[""чапаев""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.08352322,8.144364,1.2714529,6.4052234,1.8191409
-451100009,1996,5,"Чапаев с Петькой идут по Цюриху, а навстречу негр. - Кто это? - спрашивает Чапаев. - Не узнаешь, Василий Иваныч? Солженицын! - Надо же, Петька, как очернили человека!","[""чапаев""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.1099435,8.113301,1.237799,6.393875,1.8274276
-451100020,1996,5,"Чапаева с Петькой послали в командировку. По возвращении у них требуют отчет. - Пили мы, - говорит Василий Иваныч. - Нет, так дело не пойдет, - говорят ему, - в отчете вы должны написать что-нибудь серьезное, например, чтение литературы. Чапай пишет: ``Купили мы с Петькой книжку, прочитали, потом сдали обложку и купили другую, прочитали. Потом пошли в библиотеку, а из нее выходит Фурманов, весь такой начитанный...``","[""чапаев""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.05072559,8.177126,1.2051108,6.4357677,1.8724207
-451100021,1996,5,Чапаев делает Анке операцию аппендицита. Петька ассистирует. - Скальпель! Спирт! Зажим! Спирт! Тампон! Спирт! Спирт! Спирт! Огурчик!,"[""чапаев""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.1343461,8.151313,1.3320289,6.465931,1.8996276
-451100022,1996,5,"Чапаев переплывает урал. Гребет одной рукой. Ординарец Петька плывет рядом. - Василий Иваныч, брось чемодан! - Не могу, Петька, там карты штаба дивизии. Две колоды.","[""чапаев""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.073640995,8.18087,1.2478055,6.4769063,1.8823465
-451100027,1996,5,"Чапаев ездил поступать в военную академию. - Василий Иваныч, все сдал? - Нет, не все, Петька. Кровь сдал, мочу сдал, а математику не смог.","[""чапаев""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.031526607,8.176339,1.1979893,6.453892,1.8889823
-451100029,1996,5,"На устном экзамене в комакадемии Чапаева спрашивают, какие документы выдаются делегатам. Василий Иваныч смущенно молчит. Котовский, прикрываясь ладонью, подсказывает: - Манда-ты! - А ты, Григорий Иваныч, - вскипает чапай, - если тебе уши отрезать, и вовсе на х... будешь похож!","[""чапаев""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.0027419608,8.108002,1.1628585,6.3893943,1.8816044
-451100032,1996,5,"В бане Петька трет спину Чапаеву: - Василий Иваныч, майка показалась!","[""чапаев""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.13298304,8.156656,1.3154786,6.481788,1.8775618
-451100033,1996,5,В музее революции гид демонстрирует скелет Чапаева. - А это что за маленький скелетик рядом с ним? - спрашивают его. - Это Чапаев в детстве.,"[""чапаев""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.33252737,7.938742,1.6268317,6.1894245,1.8150481
-451100034,1996,5,"Выступает участник гражданской войны, последним видевший Чапаева: - Плывет по Уралу Чапаев - раненый, ослабший... А тут его превосходительство и скомандовали мне: ``пли!..`` Больше я Чапая не видел...","[""чапаев""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,0.11317322,8.1924715,1.3211645,6.46572,1.8322473
-451000007,1996,5,"Сидел, значица, поpучик Ржевский на Натальиных именинах, и захотелось ему пописять. Вста:ет он из-за стола, и собиpается уйти. А Наташа (нет чтоб спокойно сидеть и кушать тоpт) его и спpашивает: - А куда это вы, поpучик ? Все же за столом ещ:е сидят. - Да поссать, судаpыня. - Фи, поpучик, как можно-с так гpубо выpажаться?! Ну сказали бы хотя бы - ``пойду посмотpю на зв:езды...`` - О! Замечательная мысль. Я так и сделаю... в следующий pаз. Ржевский уш:ел. Чеpез паpу минут возвpащается, садится за стол, беp:ет кусок тоpта и с кайфом начинает его есть. - Фи, поpучик, как можно-с! - А что такое, Натали? - Ну вы же только что ходили смотpеть на зв:езды, а тепеpь беp:ете тоpт! - Да, но телескоп то я деpжал дpугой pукой!","[""Ржевский""]","[""literature_folklore_characters""]",7,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-0.549773,5.3969417,0.96489364,5.470195,1.0139846
-462000003,1996,6,"Маленький Вовочка спрашивает у отца: - Папа, а чем жизнь отличается от члена? Отец скребет в затылке: - Ну как бы тебе объяснить, сынок? Жизнь, ну она немного жестче.","[""вовочка""]","[""education_children""]",5,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-2.6543694,4.4134297,-0.72353864,4.8726816,1.7922188
-462000005,1996,6,"Двое падают без парашютов... Первый: Вася! Вот сейчас долетим до земли и точно - всмятку! Второй: Не боись! Может, промахнемся!","[""парашют""]","[""transport""]",18,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-1.0696695,7.107704,1.3829451,5.7754054,-0.41554725
-462000008,1996,6,- Как называется вертолет ГАИ? - Ментокрылый мусоршмит.,"[""гаи""]","[""law_crime""]",4,leiden,hybrid_dense_lexical_dw0.75_lw0.25,1.5293378,6.7600365,2.7956069,5.295806,-0.1638034
-462000014,1996,6,"Полночь. Старое московское такси. На переднее сиденье бухается пьяный: - До Бухаревской Сашни... Сколько? Обалдевший за день таксист: - Корок сопеек, моб твою ять!","[""такси""]","[""transport""]",9,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-1.230224,6.024979,0.3320464,5.3802953,-0.23669657
-462000017,1996,6,"Вовочка приходит к бабушка и говорит: - Бабушка, а я знаю что мама с папой по ночам делают! Бабушка в трансе. Б - Что, Вовочка? В - Они в домино играют. Б - С чего ты взял? В - А я слышал: ``- Х-х-х-х-х...кончил... - Козззел``","[""вовочка""]","[""education_children""]",5,leiden,hybrid_dense_lexical_dw0.75_lw0.25,-2.654136,4.774348,-0.55231255,5.1248035,1.8370708
