cluster_leiden,rank,score,id,year,month,tags_raw,macro_tags,text_preview
5,5,-0.193256676197052,863510,2016,12,"[""новогодний""]","[""everyday_life""]","Все бегают, носятся. Кто с подарками, кто с продуктами, кто с алкоголем, кто с платьем на НГ. Как же тяжело живется тем, у кого есть деньги."
5,6,-0.19162732362747192,362898,2008,9,"[""отдых""]","[""other""]","Вернулся из отпуска - и чувствую, что-то не так со мной... Пошел проверяться. Сходил к невропатологу - нервы в порядке. Сдал анализ крови - алкоголь в норме. Пошел в вендиспансер - венерических заболеваной нет... Ну полный облом! Как будто и не отдыхал! http://www.angelfire.com/my/migrations/mini-d…"
5,7,-0.1902461051940918,1487285,2024,10,"[""лифт""]","[""other""]","- Жизнь, она почти как шахматы. Будь ты лихой конь или грозный слон, а в ферзи пройдёшь не ты, а пешка! - А почему почти? - В жизни эта пешка всегда королевская."
5,8,-0.18966305255889893,310105,2007,9,"[""авиация""]","[""other""]","Вот так вот однажды включает чувак лаптоп в самолете и видит сообщение от винды: ""В системе обнаружено новое устройство, ""самолет Боинг-757"". Продолжить инсталляцию, yes/no?"" http://www.megapolis.org/forum/viewtopic.php?p=1195928"
5,9,-0.17730891704559326,-1102500002,1999,10,"[""Колобок""]","[""other""]","катится колобок куда глаза глядят: земля-небо, земля-небо..."
5,10,-0.1768597960472107,765021,2015,5,"[""работа""]","[""work_professions""]",— Какой общий стаж работы по специальности? — Я же устраиваюсь на должность уборщицы. — Почему вы решили убирать именно наш туалет?
6,1,-0.3202172517776489,359267,2008,8,"[""чапаев""]","[""character_cycles""]","Отправил тещу в круиз на теплоходе ""Чапаев"". Не ""Титаник"", конечно - но надежда есть."
6,2,-0.26606202125549316,-10037763,2001,7,"[""Винни-Пух""]","[""character_cycles""]",Купили Винни-Пух с Пятачком по порции мороженого. И так нализались!
6,3,-0.21050876379013062,-451100034,1996,5,"[""чапаев""]","[""character_cycles""]","Выступает участник гражданской войны, последним видевший Чапаева: - Плывет по Уралу Чапаев - раненый, ослабший... А тут его превосходительство и скомандовали мне: ``пли!..`` Больше я Чапая не видел..."
6,4,-0.19642764329910278,-451100021,1996,5,"[""чапаев""]","[""character_cycles""]",Чапаев делает Анке операцию аппендицита. Петька ассистирует. - Скальпель! Спирт! Зажим! Спирт! Тампон! Спирт! Спирт! Спирт! Огурчик!
6,5,-0.1828562617301941,-9951056,2002,8,"[""Винни-Пух""]","[""character_cycles""]","- Иногда приходится жалеть, что твой друг не был большой свиньей,- вздыхал голодный Винни Пух, обжаривая Пятачка на костре."
6,6,-0.17525416612625122,-2062300009,2000,6,"[""армия""]","[""army_police""]","Поспорили русские с американцами, у кого армия круче. Hу, решили высадить лучшие подразделения на остров, кто выживет, тот и победил. А у русских все лучшие в Чечне воюют, остальные или миротворцы, или на объектах, или новобранцы. Hу делать нечего, решили высадить зеков. Высаживаются, значит, зелен…"
6,7,-0.17210298776626587,-482900008,1996,8,"[""чапаев""]","[""character_cycles""]","Чапаев попал в плен. Три дня его пытали, но так ничего от него не добились. Бросили в камеру, а сами поглядывают в глазок. Видят - Чапаев головой о стенку бьется. - Проклятый склероз. Так и расстрелять могут."
6,8,-0.16824597120285034,518058,2011,6,"[""дети""]","[""education_children""]","- Папа, ты не будешь сердиться? - Смотря что случилось. - Да я кофе пролил. - Ну, это ерунда. - Вот и я так думаю, а твой компьютер так не думает... Он теперь вообще не думает."
6,9,-0.1507686972618103,755731,2015,3,"[""школа""]","[""education_children""]","Молоденькая учительница русского языка, диктуя детям диктант, нет-нет, а переходила на рэп."
6,10,-0.14741617441177368,517706,2011,6,"[""школа""]","[""education_children""]","Помнится, в школе, во время какого-то диктанта про лето, после фразы: ""... Никто бы не подумал, что стоял уже конец августа..."", именно меня угораздило спросить: ""Август - это имя?""..."
7,1,-0.1626681685447693,1486799,2024,10,"[""дети"", ""русский язык""]","[""education_children"", ""everyday_life""]","- Мама, можно я погуляю отсюдова и дотудова? - В русском языке нет слов ""отсюдова"" и ""дотудова"". - А докудова есть?"
7,2,-0.1401774287223816,663286,2013,10,"[""студент""]","[""education_children""]","Если студенческие годы оказались лучшей порой в жизни, значит они были потрачены зря."
7,3,-0.1274598240852356,403719,2009,6,"[""кошки""]","[""animals""]",- Из студенческого общежития куда-то исчезли все кошки... Вот такие пироги.
7,4,-0.10792094469070435,456811,2010,6,"[""дети""]","[""education_children""]","Вот так всегда, только вечером освободишься, сядешь за комп и тут же просыпаются дети и начинают собираться в школу."
7,5,-0.06612598896026611,575545,2012,4,"[""школа""]","[""education_children""]","К черной бухгалтерии нас приучали ещё со школы, когда говорили: - Один пишем, два в уме!"
7,6,-0.05106693506240845,102077,2004,6,"[""новые русские""]","[""other""]","Новый русский решил получить права, приходит на экзамен по вождению, садится в машину. Инструктор ему говорит: - Все, можете выходить, вы не прошли экзамен. - Как это так, я же еще даже и не тронулся? - Хорошо, попробуйте, но я думаю - это бесполезно. Новый русский, с высокомерной улыбкой глядя на…"
7,7,-0.046902596950531006,631810,2013,3,"[""русский язык""]","[""everyday_life""]","Запомните несложное правило русского языка: Слово ""извините"" говорят, когда хотят сделать какую-то гадость. А слово ""простите"" - когда эту гадость уже сделали."
7,8,-0.018909990787506104,481455,2010,11,"[""школа""]","[""education_children""]",Из-за нехватки учебников по анатомии в сельских школах министерство образования рекомендовало использовать в учебном процессе дырку в стене бани.
7,9,-0.014703035354614258,252927,2006,9,"[""программист""]","[""work_professions""]","Перепись населения у программиста: - Ваш родной язык. - Как это родной язык? - Ну, какой Вы язык с детства изучали, всю жизнь использовали? - Bаsiс. - Да нет, настоящий. - А! Настоящий! Тогда Си."
7,10,-0.01414334774017334,13778,1997,3,"[""студент""]","[""education_children""]","Разговор пожилой бабушки и студента: - А скажи, сынок, бывают ли чудеса? - Hет, не бывают. - Hу вот мужик залазит на церковь, падает и ни одной царапины. Разве не чудо? - Просто везение. - Он второй раз залазит, и снова падает, и снова ничего? - Это случайность. - Он в третий раз ... - А это уже пр…"
8,1,-0.15800505876541138,858105,2016,11,"[""мужчины""]","[""family_relationships""]","У Игоря были настолько неопределённые планы на вечер, что в магазине он купил презервативы, книгу и шпатель."
8,2,-0.13132113218307495,1510060,2025,2,"[""мужчины""]","[""family_relationships""]","Больше всего выкладываются на тренировках тридцатилетние мужчины, которые надеются, что их ёбнет инсульт, и на этом всё закончится."
8,3,-0.11520761251449585,-10059113,2001,3,"[""новые русские"", ""работа""]","[""work_professions""]","Новый русский приходит в супермаркет и обращается к молоденькой девушке-продавщице: - Слышь, мне, эта... , бумагу для вытирания *опы. Девушка густо покраснела и выдала рулон. Менеджер супермаркета догоняет покупателя на выходе: - Извините, уважаемый, вы позволили себе бестактность... - В чем дело,…"
8,4,-0.07580828666687012,-1071800006,1999,7,"[""гаи""]","[""army_police""]","К гаишнику подходит зебра: - Мужчина, - спрашивает она, - Вы в каком секс-шопе купили эту палочку?"
8,5,-0.07143718004226685,304912,2007,8,"[""сигареты""]","[""other""]","Покупает мужик в магазине сигареты, тут же закуривает. Продавец ему: - Здесь нельзя курить! - Как! Я же только что купил у вас эти сигареты! - Что из этого? У нас и туалетная бумага продается!"
8,6,-0.06286680698394775,522569,2011,7,"[""водка""]","[""everyday_life""]","В магазине мужчина обращается к продавщице: - Здравствуйте, мне, пожалуйста, 3 ящика водки, 50 литров пива, 5 коробок мартини и 30 пачек презервативов. - Вот, пожалуйста. - Спасибо. - Молодой человек, подождите! - Что такое? - Возьмите меня с собой!"
8,7,-0.05888873338699341,1475847,2024,8,"[""врачи""]","[""work_professions""]","Психиатр: - Вы никогда не слышали голоса в голове? Я: - Нет. Другой Я: - То есть, тебе стыдно показывать меня друзьям, да?! Дома поговорим!"
8,8,-0.051323890686035156,967601,2018,8,"[""пенсионеры""]","[""other""]","Утром на работу приходит начальник цеха. Мимоходом спрашивает охранника: - Всё спокойно? Охранник в ужасе: - Да что вы! В полночь в цехе включился свет, заработали станки. И так до рассвета. Начальник улыбаясь: - Успокойся, это наш токарь Петрович. - Так он же год как умер. - Ну и что? Ему ещё 2 го…"
8,9,-0.03243708610534668,789814,2015,10,"[""девушки""]","[""family_relationships""]","Девушки, хотите эффектно соблазнить мужчину? Бросьте ему упаковку презервативов и скажите: - Сударь, защищайтесь!"
8,10,-0.027478039264678955,668053,2013,11,"[""о жизни""]","[""other""]","Один мудрец, выступая перед слушателями, рассказал им анекдот. Вся аудитория содрогнулась от смеха. Через несколько минут он снова рассказал людям тот же анекдот. Только несколько человек улыбнулись. После того, как мудрец в третий раз рассказал этот анекдот, уже никто не засмеялся. Старый мудрый ч…"
9,1,-0.10979175567626953,626478,2013,2,"[""о жизни""]","[""other""]",Маркетинг - это торговля иллюзиями.
9,2,-0.0996900200843811,704174,2014,6,"[""интернет""]","[""it_internet""]","Дедушка купил ноутбук и согласился зарегистрироваться в ""Одноклассниках"" со словами: - Давай, может, ещё не все умерли!"
9,3,-0.06340312957763672,983042,2018,11,"[""авто""]","[""everyday_life""]",Фантастические твари и почему они не включают поворотники.
9,4,-0.056772589683532715,252843,2006,9,"[""Хоттабыч""]","[""other""]","Ковры в магазине ""Старик Хоттабыч"". Отличные ковры для трах-тибидох!"
9,5,-0.053722262382507324,372035,2008,11,"[""реклама""]","[""other""]","Наша реклама все чаще обращается к подсознательному, потому что сознательного в народе все меньше и меньше."
9,6,-0.05110663175582886,801851,2015,12,"[""новогодний""]","[""everyday_life""]","На Новый Год администрация нашего города решила не вешать гирлянды, а просто увеличить скорость светофоров в 10 раз..."
9,7,-0.03739839792251587,461362,2010,7,"[""нанотехнологии""]","[""other""]","Тест на сообразительность. Прочтите список: а) силиконовая долина Вексельберга; б) нанотехнологии Чубайса; в) автомобиль Прохорова; г) сказки Пушкина. 1) Что по вашему мнение объединяет эти пункты? Правильный ответ: жанр ""фэнтези"" 2) А что по вашему мнению лишнее? Правильный ответ: господа указанны…"
9,8,0.006587982177734375,-1112100016,1999,11,"[""работа""]","[""work_professions""]",ВОПРОС. Почему курицы перешли через дорогу? ОТВЕТЫ. УЧИТЕЛЬ ДЕТСКОГО САДА: Чтобы перейти на другую сторону. ПЛАТОН: В поисках лучших условий. АРИСТОТЕЛЬ: Это в природе куриц - переходить через дорогу. КАРЛ МАРКС: Это было исторически неизбежно. САДДАМ ХУСЕЙН: Это был неспровоцированный акт восстани…
9,9,0.009501218795776367,569859,2012,3,"[""авто"", ""приметы""]","[""everyday_life""]","- Как Вы попали в аварию? - В тот момент, когда я увидел, что черный кот начал переходить дорогу перед моей машиной, я резко нажал педаль газа, чтобы его опередить..."
9,10,0.012558937072753906,626474,2013,2,"[""объявления""]","[""other""]","Объявление: ""Одинокий брюнет с голубыми глазами и фигурой Аполлона продаст котёнка. Недорого""."
10,1,-0.1690441370010376,224708,2006,4,"[""погода""]","[""other""]",Остановки для транспорта специально разрабатывались для нашей погоды. Дизайнеры учли все. На случай жары они сделали стеклянные крыши. На случай ветра - проемы в стенах. На случай мороза - железные сидения.
10,2,-0.12513291835784912,732591,2014,11,"[""дети""]","[""education_children""]",Маленькие сестра с братом обсуждают письмо Деду Морозу. Девочка: - А давай попросим у него двух маленьких кроликов? - Ты чего?! Они же гадят и грызут всё вокруг! - А мы их в твоей комнате поселим.
10,3,-0.11755949258804321,1123864,2020,6,"[""армия"", ""егэ""]","[""education_children"", ""army_police""]","Всё-так прав был наш прапорщик, сказав следующую фразу: - Результаты ЕГЭ покажут численность осеннего призыва!"
10,4,-0.10694348812103271,-9999681,2001,12,"[""Дед Мороз""]","[""character_cycles""]","Прибегает Снегурочка к Деду Морозу вся в слезах: - Дедушка, я никода не смогу испытать оргазм! - Да почему, глупенькая?! - Ну, как же - мне соседские бабы сказали, что они от оргазма просто тают!"
10,5,-0.0876430869102478,-9999662,2001,12,"[""Дед Мороз""]","[""character_cycles""]","Идет Дед Мороз по Тверской. Навстречу - проститутки. Подходит одна из них и говорит: - Здравствуй, дедушка. - Здравствуй, внученька, с наступающим тебя, только подарочка у меня нет. - Ничего, дедушка. Зато у меня для тебя есть. Расстегивает ему ширинку и начинает делать минет. - Ааа-х, ууу-х, молод…"
10,6,-0.08714419603347778,18363,2002,12,"[""Дед Мороз""]","[""character_cycles""]","Звонок в дверь. В квартиру с шутками и прибаутками заходят Дед Мороз и Снегурочка. Дед Мороз лезет в мешок, достает подарок, отдает его маленькому мальчику и говорит: - Ну, а теперь, дружок, ты нам расскажешь маленький стишок! Мальчик встает на табуретку и, прижимая подарок к груди, радостно деклам…"
10,7,-0.08493006229400635,132719,2004,12,"[""Дед Мороз""]","[""character_cycles""]","- Папа! А Дед Мороз может отобрать подарки назад? - Ну, наш, который живет в лесу, не может, а который в Кремле, - может!"
10,8,-0.038340747356414795,351259,2008,6,"[""Хоттабыч""]","[""other""]",Из-за чего наши испании продули? Это ж ясно! У старика Хоттабыча борода под дождем намокла!!!
10,9,-0.02842092514038086,1006668,2019,3,"[""отдых""]","[""other""]",Я был на море... на Белом море. Поэтому и загар у меня белый...
10,10,-0.01663583517074585,672859,2013,12,"[""новогодний""]","[""everyday_life""]",На вопрос «Какие ассоциации связаны с наступающим годом лошади?» Петрович не задумываясь ответил – «еб@ись ты конём!»
11,1,0.03525632619857788,884254,2017,4,"[""Валуев""]","[""other""]",Николаю Валуеву всегда удаётся вставить флэшку с первого раза.
11,2,0.040896058082580566,190569,2005,10,"[""спорт""]","[""other""]","В футбольной команде сменился капитан, и команда стала подряд все матчи выигрывать. Бывший капитан думает, в чем же дело? игроки ведь те же самые. Позвонил новому капитану и говорит - объясни, мол, почему такой успех. Новый объясняет: - Да это очень просто. У тебя раньше перед матчем судья просил м…"
11,3,0.05414903163909912,-1022500010,1999,2,"[""спорт""]","[""other""]","Парень купил билет на Кубок Мира по футболу у сотрудника. Когда он пришел на стадион, его место оказалось на самом последнем ряду и к тому же в углу. Через некоторое время он заметил в бинокль, что одно место свободно, в 10-ом ряду от поля и прямо по центру. Он решил рискнуть и, проскользнув мимо м…"
11,4,0.0683819055557251,676874,2014,1,"[""погода""]","[""other""]","Американцы считают, что русским многие победы доставались благодаря суровым зимам. Суровая зима решила помочь американцам и пришла к ним. - Нет, нет, мы пошутили! - сказали американцы. - То-то же!.. - сказала зима и вернулась обратно в Россию."
11,5,0.09163093566894531,438672,2010,2,"[""Прохоров""]","[""other""]","Михаил Прохоров, главный в федерации по биатлону: ""В неудачном выступлении российских спортсменов на Олимпиаде в Ванкувере виновата вся страна"". Бля, я верил, что виноватых найдут. И, главное ведь, обязательно накажут!!"
11,6,0.09338778257369995,195793,2005,11,"[""русский язык""]","[""everyday_life""]","Велик и могуч русский язык, а рифма к слову ЗВЕЗДА всегда в голову лезет одна и та же..."
11,7,0.1002798080444336,1098482,2020,3,"[""коронавирус""]","[""other""]","Коронавирус - это, несомненно, всемирный женский заговор. Доказательства: - Умирают в основном мужчины. - Отменены все матчи. - Закрыты бары и увеселительные заведения. - Оставшиеся в живых сидят дома с жёнами."
