cluster_leiden,rank,score,id,year,month,tags_raw,macro_tags,text_preview
4,2,0.37131184339523315,59993,2003,9,"[""такси""]","[""everyday_life""]","Монахиня садится в такси. Шофер трогается с места, спрашивает монахиню, куда ехать, и в этот момент чуть не врезается в другую машину. Из той машины крик: - Кретин, на дорогу надо смотреть, а не на свою блядищу! Шофер открывает окно: - Козел, да моя блядища срать на тебя, мудака, хотела...(оглядыва…"
4,3,0.37579041719436646,359398,2008,8,"[""гаи""]","[""army_police""]","На посту останавливает гаишник десятку, подходит, представляется, проверяет документы, улыбается, дает водителю пятьсот рублей, козыряет и уходит на обочину. Останавливает иномарку, улыбается еще шире и дает сто баксов. С поста выбегает с красной рожей начальник и орет: - Иванов, ты, что ж делаешь,…"
4,4,0.382110595703125,13690,1997,12,"[""гаи""]","[""army_police""]","По дороге на полной скорости несется ``Газик``, его мотает из стороны в сторону. ГАИшник останавливает машину, и оттуда выпадает мужик в ватнике, сапогах и засаленной кепке. - Товарищ водитель, - говорит ГАИшник, - вы, кажется, пьяны. Что пили? - Да мы, это, с братом выпили 6 пива, а потом еще на р…"
4,5,0.3867362141609192,-441900005,1996,4,"[""гаи""]","[""army_police""]","Три гаишника останавливают кавказца. - Вы превысили скорость. - Вай, вот тебе десять тысяч, вот тебе десять тысяч, вот тебе десять тысяч... - Вы превысили скорость!!! - Вот тебе пятьдесят тысяч , вот тебе пятьдесят тысяч, вот тебе пятьдесят тысяч, ну я поехал... - Никуда вы не поедете! Я хочу увиде…"
4,6,0.38888806104660034,292770,2007,6,"[""гаи"", ""трамвай""]","[""army_police""]","Гаишник останавливает водителя: - Ну как же так? Переставились через ряд, превысили скорость в два раза! Ну я еще могу понять - ""мерседес"". Но вы! Вы! Водитель трамвая! *marvladon*"
4,7,0.39082086086273193,10444,1997,11,"[""трамвай""]","[""other""]","Заходит в трамвай мужик ,садится в кресло, достает из кармана початую бутылку водки и стакан. Налив полный стакан, задумывается... На остановке заходит в трамвай контролер и говорит: - Так, граждане, приготовьте за проезд. Мужик (очнувшись): - О... точно, за проезд ..."
4,8,0.3916930556297302,12396,1997,4,"[""гаи""]","[""army_police""]","Останавливает гаишник жутко спешащего водилу: - Вы превысили скорость! Попрошу права! - Ну, началось.. Слушай, на тебе 20 баксов и иди ты на х$й! Гаишник с оскорбленным видом: - А вот за злостное оскорбление при исполнении, гражданин, с вас 100 долларов! Мужик, призадумавшись: - Неее, шеф, давай пе…"
4,9,0.3918423652648926,29023,2003,2,"[""такси""]","[""everyday_life""]","В такси мужик расчитывается копейка в копейку, после чего протягивает таксисту два кусочка рафинада и говорит: - А это вам, молодой человек, на чай. Таксист подумал, достал из кармана два презерватива и сказал: - Ваша сдача. - ?????? - Ну первый наденьте себе на голову, чтобы все видели, что вы гон…"
4,10,0.3931100368499756,394706,2009,4,"[""гаи""]","[""army_police""]","Стоят на посту два ГАИшника, никого нету, и вдруг видят - телега запряженная едет. Решили прикольнуться, останавливают: - Предъявите ваше удостоверение. Дед, поднимая хвост лошади: - Посмотрите в бардачке...."
5,1,0.3851357698440552,242342,2006,7,"[""бесплатное""]","[""other""]","Работать надо так, чтобы не было мучительно больно за бесплатно потраченное время."
5,2,0.47708821296691895,693695,2014,4,"[""деньги"", ""работа""]","[""work_professions"", ""everyday_life""]",Работа не деньги - она не заканчивается.
5,3,0.47990477085113525,1000165,2019,2,"[""о жизни""]","[""other""]","Пока собираешься начать вести здоровый образ жизни - нет уже ни образа, ни жизни."
5,4,0.4836720824241638,517713,2011,6,"[""работа""]","[""work_professions""]",На работе мне некогда думать о своей неудавшейся личной жизни. Потому что там я думаю о своей неудавшейся карьере.
5,5,0.4862225651741028,1440247,2024,1,"[""ии""]","[""it_internet""]","За программу без багов и недоделок ты получаешь деньги единожды, а программа с багами и недоделками кормит тебя всю жизнь."
5,6,0.5003388524055481,784467,2015,9,"[""о жизни""]","[""other""]","Хочешь усложнить себе жизнь, начни верить людям."
5,7,0.5048059225082397,756164,2015,3,"[""о жизни""]","[""other""]",В жизни возможно всё! На невозможное просто требуется больше времени.
5,8,0.5101327896118164,760851,2015,4,"[""работа""]","[""work_professions""]",Вас напрягает наступление понедельника? Есть простой выход - работайте без выходных!
5,9,0.514288067817688,-9999666,2001,12,"[""windows""]","[""it_internet""]","Когда другие операционные системы уже давно закончили, Windows продолжает работать, работать и работать."
5,10,0.516371488571167,879585,2017,3,"[""деньги""]","[""everyday_life""]",Не тратьте деньги с умом. Деньги и ум вам ещё пригодятся...
6,1,0.22018671035766602,13722,1997,1,"[""вовочка""]","[""education_children""]","Сидят Вовочка с Машенькой на уроке и балаболят. Машенька: - Вот горе у меня, залетела, а от кого - не знаю! Вовочка: - Это фигня. Вот я триппер подхватил, а где - не пойму. Учительница: - Прекратите болтать на уроке! Вовочка, сколько будет шестью шесть? Вовочка: - Тридцать шесть! Мне бы ваши заботы…"
6,2,0.22549879550933838,-472200006,1996,7,"[""вовочка""]","[""education_children""]","Приходит Вовочка домой и говорит отцу: - Папа, тебя в школу вызывают. Я парту в кабинете химии взорвал. На следующий день: - Папа, тебя в школу вызывают. Я кабинет химии взорвал. На третий день: - Папа, тебя в школу вызывают. - Больше не пойду! - Ну и правильно, нечего тебе на развалинах делать!"
6,3,0.25263237953186035,15075,1997,11,"[""вовочка""]","[""education_children""]","Учительница по зоологии сказала детям принести в школу говорящих животных, у кого есть. Все принесли попугайчиков и т.п., а Вовочка приперся с жабой. Учительница его спрашивает: - Ты что, мудак что ль совсем, Вован. - Марья Ивановна, щас все будет. Сажает ей на стол лягуху, оттягивает огромную лине…"
6,4,0.25871628522872925,-442800020,1996,4,"[""вовочка""]","[""education_children""]","Или про Вовочку, вот. Приходит в класс, избитый в дым. Синяки, подтеки... Учительца естественно интересуется, Какие дела, мол, кто побил? Вовочка говорит: - Папа побил. Учительца: - Да, за что? В.: - Время сколько, спросил. Та: - Да ну, ты загинаешь, не может быть чтоб родной-то отец да сына побил…"
6,5,0.25913870334625244,-2072700003,2000,7,"[""вовочка""]","[""education_children""]","Получил Вовочка пару по математике. Подходит к учителю с тетрадкой и грит: - На вашем месте я бы поставил сюда пятерку! - Это с какой-такой стати? - А с такой, что мой папаша давеча сказал: ""Если хоть еще раз увижу двойку по математике, то кое-кто отгребет хаа-роо-ших пиздюлей..."""
6,6,0.2598934769630432,-1112600005,1999,11,"[""вовочка""]","[""education_children""]","Приходит Вовочка из школы, подходит к родителям: - Мам, когда ты с отцом, ну...это...ты на спине лежишь или на животе? Ну мать сразу: - Ах ты сопляк, идиот, обалдел что ли? Хлоп, хлоп по уху. Вовочка в рыдания: - Че ты дересся? У нас теперь предмет такой - половое воспитание. Нам прошлый раз объясн…"
6,7,0.2711140513420105,597641,2012,8,"[""вовочка""]","[""education_children""]","- Вовочка, зачем ты наклеил на тетрадь фото отца? - спрашивает мать сына. - А мне учительница сказала, что хотела бы посмотреть на того дурака, который помогает мне делать домашние задания."
6,8,0.2779815196990967,268455,2006,12,"[""вовочка""]","[""education_children""]","Вовочка пошел первый раз в первый класс. Приходит домой после занятий. Папа у него и спрашивает: - Ну, Вова, чему тебя сегодня научили в школе? Вова: - Да ничему, папа... Завтра велели снова придти."
6,9,0.28039664030075073,-432500002,1996,3,"[""вовочка""]","[""education_children""]",- Вовочка! -- строго говорит мать. -- Ты почему вчера не был в школе? - А я подарок учительнице делал. - Какой подарок? - А у нее вчера был день рождения. Вот я и решил - пусть отдохнет без меня.
6,10,0.2826429009437561,-503100007,1996,10,"[""вовочка""]","[""education_children""]","Вовочка спрашивает у папы: - А как я получился? - У меня нету времени, пойди лучше спроси у бабушки, - отвечает папа. Через некоторое время Вовочка выходит из бабушкиной комнаты и говорит, посмеиваясь: - Пап, а мне бабушка показала, как это делается! - Ттт..аа.ак ттт.ты.ы.... мою маму???!!!... - Ну…"
7,1,0.2944050431251526,15595,1997,5,"[""студент""]","[""education_children""]","Пpиходит студент на экзамен по устpойству чего-то. Взял билет, подготовился, поpа отвечать. Подходит он к пpеподу: - Извините, так и так, у меня пpоблемы с теpминами, можно я своими словами pасскажу? Пpепод ему pазpешает. Студент pассказывает: - Эта ху@нюшка состоит из такой-то по@ботины и @#$@@. Т…"
7,2,0.3073640465736389,-10085867,2000,11,"[""студент""]","[""education_children""]","Идeт экзамен. Студент выходит отвечать с маленькой бумажкой, на которой написана пара коротких предложений. Препод: - А где же ваш ответ? - В голове. - А это что? - кивает на бумажку. - А это не вместилось."
7,3,0.3180139660835266,-461600024,1996,6,"[""студент""]","[""education_children""]","Идет экзамен, а преподу непременно хочется завалить кого-нибудь. А студент шибко умный попался, на все вопросы отвечает как по писаному. Ну думает препод, сщас я его на дополнительных вопросах поймаю. И давай задавать, а студент не дурак, отвечает на все. Препод-то умишком раскинул и спрашивает: -…"
7,4,0.3222404718399048,-482700002,1996,8,"[""студент""]","[""education_children""]","Студент идет на экзамен. Думает: ``сдам - напьюсь, не сдам - напьюсь``. Купил бутылку. Сунул в карман пиджака и пошел сдаваться. Отвечает на билет. Преподователь: - Что это у вас в кармане? - Да так, ничего. - Доставайте. Студент достает бутылку, преподователь стакан. Наливает себе и выпивает: - Хо…"
7,5,0.3310747742652893,15580,1997,4,"[""студент""]","[""education_children""]","Институт. Сессия. Экзамен по физике. Студент благополучно списал и сидит, отвечает. Профессор (тыкая в формулу): - Это что? Студент: - Це, кажется. Профессор: - Что это такое? Студент: - Скорость света. Профессор: - Дурак. Это ж скобка. Три. Иди."
7,6,0.3382072448730469,292059,2007,5,"[""студент""]","[""education_children""]","Перед началом экзамена. Преподаватель: - Вы не волнуйтесь, положительную оценку все получат. Студент: - А положительная - это какая? - Больше нуля!"
7,7,0.33868885040283203,-52200003,1998,5,"[""студент""]","[""education_children""]","Идет экзамен типа тест с вопросами, на которые надо отвечать ""да"" или ""нет"". Один из студентов подбрасывает монетку и записывает результаты. Препод думает: ""Ну, этот первым закончит."" Экзамен закончился, остальные студенты уже написали и ушли, а этот все сидит и монетку подбрасывает. Преподу это на…"
7,8,0.3400346636772156,14873,1997,4,"[""студент""]","[""education_children""]","Преподаватель: - Кто первым выйдет отвечать, тому оценку на балл выше. Студент (вставая): - Ладно, ставьте мне тройку, я ухожу..."
7,9,0.34243160486221313,78267,2004,1,"[""студент""]","[""education_children""]",Экзаменатор и студент - Знаешь? - Знаю. - Что знаешь? - Предмет знаю. - Какой предмет? - Который сдаю. - А какой сдаешь? - Ну это вы придираетесь!
7,10,0.3477933406829834,-62100001,1998,6,"[""студент""]","[""education_children""]","Заходит студент на экзамен и без разговоров ставит на стол пузырь коньяка. Экзаменатор смотрит и произносит: - Удовлетворительно. Студент вытаскивает коробку шоколадных конфет. Экзаменатор: -Хорошо. Студент кладет сверху шикарную авторучку. Экзаменатор: - Отлично, - и пишет в зачетке. Студент забир…"
8,1,0.33469659090042114,300741,2007,7,"[""врачи""]","[""work_professions""]","Зубной врач после проведенного лечения смущенно говорит пациенту: - Простите ради бога, но я, похоже, удалил вам здоровый зуб. Теперь придется рвать еще и больной... Пациент отплевывается, и, не устраивая ожидаемой истерики, отвечает: - Доктор! Какое счастье, что вы не окулист!"
8,2,0.3504706621170044,411574,2009,8,"[""врачи""]","[""work_professions""]",Врач: - Так - больно? - Нет. - А та-а-ак?
8,3,0.35267341136932373,868461,2017,1,"[""врачи""]","[""work_professions""]","На приеме у врача: - Доктор, у меня болит всё! - Ну это вы загнули, батенька: на всё у вас денег не хватит."
8,4,0.358570396900177,252830,2006,9,"[""врачи""]","[""work_professions""]","- Я завтра пойду к врачу. - К врачу? Ты заболел? - Очень надеюсь, что заболел. Иначе неужели я так херово себя чувствую в здоровом состоянии?"
8,5,0.3692825436592102,898401,2017,7,"[""врачи""]","[""work_professions""]","Пришёл мужик к психиатру: - Доктор, у меня всё плохо: здоровья нет, денег нет, никто меня не любит. - Ну, батенька, сейчас мы это поправим. Садитесь поудобнее, закройте глаза и повторяйте за мной: ""У меня всё хорошо, я здоров, богат и благополучен. Я люблю и любим"". Мужик, не открывая глаз: - Я рад…"
8,6,0.3795245885848999,607245,2012,10,"[""аптека"", ""врачи""]","[""work_professions""]","На приеме терапевта. Пациент - Доктор, по правде говоря, я не верил, что лекарство, которое Вы мне выписали поможет. Но помогло. Вы просто волшебник. Терапевт - По правде говоря, волшебник - аптекарь. Я Вам по ошибке дал бланк на котором ручку расписывал."
8,7,0.3802719712257385,28254,2003,2,"[""врачи""]","[""work_professions""]","Врач успокаивает пациента: - Успокойтесь, пожалуйста. Я вам говорю, что ничего страшного у вас нет. Я сам несколько лет назад переболел этим же - и, как видите, живой. - Да, но у вас был другой врач..."
8,8,0.3829241394996643,-1103100005,1999,10,"[""аптека""]","[""other""]","Врач сердится на медсестру: - Разве вы не можете писать свои кулинарные рецепты на другой бумаге, кроме моих бланков? Моему пациенту в аптеке опять приготовили ваш чертов гуляш!"
8,9,0.3856108784675598,28561,2003,2,"[""врачи""]","[""work_professions""]","Встречаются два практикующих врача. Один из них имеет крайне расстроенный вид. - Что случилось? - спрашивает его коллега. - Представляешь, вчера первый раз в своей жизни я допустил врачебную ошибку. - То есть? - не понял приятель. - Я вылечил человека за два визита, а оказалось, что он миллионер."
8,10,0.3881019353866577,823167,2016,4,"[""врачи""]","[""work_professions""]","Врач изучает анализы пациента, тот: - Ну как там мои дела, доктор? - Хм, можете взять кредит. - Так мне нечем отдавать. - А вам и не придется."
9,1,0.3579530715942383,438692,2010,2,"[""авто""]","[""everyday_life""]","Уважаемые автопроизводители, выпускающие такие прекрасные автомобили как Toyota Land Cruiser, Range Rover, Volkswagen Touareg, Mitsubishi Pajero. Неужели наряду с такими продвинутыми, полезными и дорогостоящими системами как распределение тяговых усилий, стабилизация, помощь при трогании в гору и с…"
9,2,0.40749746561050415,801653,2015,12,"[""авто""]","[""everyday_life""]","Наклейка на грузовике: ""Ротенберг, помни - монтировка под сиденьем""."
9,3,0.4146953821182251,139271,2005,1,"[""гаи""]","[""army_police""]","Карты экспресс-оплаты ГИБДД 10, 50 и 100 условных единиц! Для корпоративных VIP клиентов новый тарифный план ""Эксклюзив"" - всего за 1000 уе в месяц все нарушения бесплатно! Подключите дополнительные услуги: ""Любимое нарушение"" - скидка 50% на любое одно выбранное вами нарушение! ""Антирадар"" - антио…"
9,4,0.4272052049636841,522591,2011,7,"[""авто""]","[""everyday_life""]","Омский шинный завод выиграл тендер на поставку автошин для ""Формулы 1"" в количестве 2000 штук... для ограждения трассы."
9,5,0.4330834150314331,231440,2006,5,"[""гаи""]","[""army_police""]","Новая услуга от ГИБДД(ГАИ) - штраф в кредит. Теперь нет необходимости возить с собой ""дежурную"" сотню, пятисотку, тысячу, терзаться сомнениями хватит/нехватит. Прямо на месте Вы можете оформить кредит на штраф. Удобные схемы кредита, гибкая система скидок."
9,6,0.4372556805610657,381322,2009,1,"[""авто""]","[""everyday_life""]","Концерн АвтоВАЗ отзывает 400 тысяч автомобилей ""Жигули"". Получить свои машины обратно владельцы смогут за дополнительную плату."
9,7,0.4388635754585266,347015,2008,5,"[""авто"", ""гаи""]","[""army_police"", ""everyday_life""]","Новые тарифы ГИБДД ЗАО ""ГИБДД-РФ"" предлагает своим клиентам новые pre-paid тарифы на услуги по разумному использованию ПДД: Тариф ""Эконом"" - позволяет три минимальных нарушения в месяц (превышение скорости до 30 км/ч, непропускание пешехода на переходе, парковка в неположенном месте). Тариф предназ…"
9,8,0.4601978659629822,1310223,2022,3,"[""авто""]","[""everyday_life""]",Для обеспечения выпущенных машин запчастями АвтоВАЗ запустил конвейер в обратную сторону.
9,9,0.46105217933654785,376224,2008,12,"[""авто""]","[""everyday_life""]","В связи с ужесточением ввоза подержанных автомобилей, АвтоВАЗ решил расширить мобильный ряд деревянными повозками"
9,10,0.46138328313827515,367685,2008,10,"[""авто""]","[""everyday_life""]","Удивительное рядом. Номерной знак улучшает технические характеристики автомобиля: - Номер с тремя одинаковыми цифрами увеличивает максимальную скорость; - Знак с серией ""ААА"" сокращает время разгона по встречной полосе; - Серия ""ЕдуКакХочу"" (ЕКХ) улучшает внедорожные качества автомобиля, позволяя п…"
10,1,0.3530704975128174,1137947,2020,8,"[""Дед Мороз""]","[""character_cycles""]",- Что ты попросишь у Деда Мороза в новом 2021 году? - Пощады!
10,2,0.40428638458251953,-9999691,2001,12,"[""Дед Мороз""]","[""character_cycles""]","А все-таки как хорошо, что в Новый год к нам приходит дедушка Мороз, а не дедушка Ленин!"
10,3,0.4333406686782837,1369166,2022,12,"[""новогодний""]","[""everyday_life""]","1 января 2023 года - это воскресенье, а плохой год с воскресенья не начинается."
10,4,0.4510743021965027,1153563,2020,10,"[""Дед Мороз"", ""коронавирус""]","[""character_cycles""]",С 2020-го на 2021-й Дед Мороз будет на дистанционке: он старше 65-ти.
10,5,0.4733530879020691,672718,2013,12,"[""новогодний""]","[""everyday_life""]","Новый год - это вам не конец Света, его переживут не все."
10,6,0.4742262363433838,924625,2017,12,"[""новогодний"", ""почта""]","[""everyday_life""]",Почта России поздравляет всех с Новым 2016 годом!
10,7,0.47910070419311523,924476,2017,12,"[""политика""]","[""politics_power""]",В наступающем году нас ждёт много прекрасных обещаний! до 18 марта (включительно).
10,8,0.48238182067871094,884427,2017,4,"[""погода""]","[""other""]","Всем, пережившим пять месяцев зимы, шестой - в подарок..."
10,9,0.485201895236969,672958,2013,12,"[""новогодний""]","[""everyday_life""]","С кем Новый год проведёшь, от того и дети в сентябре."
10,10,0.49466586112976074,801882,2015,12,"[""новогодний""]","[""everyday_life""]","На 1 января запланировали катание на санках! Если снег не выпадет, это нас, конечно, огорчит, но не остановит!"
11,1,0.3181957006454468,319664,2007,11,"[""спорт""]","[""other""]","Бездарная сборная России по футболу попала на Чемпионат Европы исключительно благодаря блестящей игре сборной Хорватии. Удивительно, но прекрасным сборным Израиля, Македонии, Эстонии и Андорры блестящая игра сборной Хорватии не помогла."
11,2,0.32526063919067383,704181,2014,6,"[""футбол""]","[""other""]","Наши футболисты - патриоты своей страны. По их лицам было видно, что тоска по Родине не позволяет им дальше играть на чемпионате."
11,3,0.33689504861831665,1302243,2022,2,"[""футбол""]","[""other""]","Российскую футбольную сборную уже сегодня можно объявить чемпионом мира, поскольку все остальные команды отказываются с ней играть, и им надо засчитывать технические поражения."
11,4,0.34166014194488525,704746,2014,6,"[""спорт""]","[""other""]","Тренеры, игроки меняются - а сборная России по футболу не теряет свою игру!"
11,5,0.3483473062515259,300934,2007,7,"[""спорт""]","[""other""]","21 способ узнать, что вы смотрите матч сборной России по футболу: 1. Погода - отличная, газон - идеальный, ворота - квадратные, мяч - круглый, в общем, все - против нас! 2. Вам кажется, что ворота соперников - в 2 раза меньше наших. 3. Судья - пи@орас. 4. В этом с вами согласны болельщики на трибун…"
11,6,0.348518431186676,190254,2005,10,"[""спорт""]","[""other""]","Кто к нам с мячом придет, тот от смеха и умрет. Сборная России по футболу."
11,7,0.3496497869491577,253599,2006,9,"[""спорт""]","[""other""]",- Почему российские футболисты называются профессионалами? - Посмотри как они играют! Футбол они явно НЕ ЛЮБЯТ!
11,8,0.3520192503929138,-10099591,2000,8,"[""спорт""]","[""other""]","Отличная погода, светит солнце, не жарко, мягкий газон, луж нет, в общем, все опять против нашей сборной по футболу!"
11,9,0.3528669476509094,843565,2016,8,"[""футбол""]","[""other""]","На самом деле у нас нормальные футболисты. Просто когда тренер говорит им, что надо забить, они не совсем верно понимают его слова."
11,10,0.353190541267395,-62800005,1998,6,"[""спорт""]","[""other""]",Сегодня в очередной раз порадовала наша футбольная сборная. На этот раз она порадовала итальянских болельщиков.
